id,pokemon,species_id,height,weight,base_experience,type_1,type_2,attack,defense,hp,special_attack,special_defense,speed,ability_1,ability_2,ability_hidden,color_1,color_2,color_f,egg_group_1,egg_group_2,url_image,generation_id,evolves_from_species_id,evolution_chain_id,shape_id,shape
629,vullaby,629,0.5,9,74,dark,flying,55,75,70,45,65,60,big-pecks,overcoat,weak-armor,#705848,#A890F0,#7D6570,flying,NA,629.png,5,NA,320,9,wings
630,mandibuzz,630,1.2,39.5,179,dark,flying,65,105,110,55,95,80,big-pecks,overcoat,weak-armor,#705848,#A890F0,#7D6570,flying,NA,630.png,5,629,320,9,wings
631,heatmor,631,1.4,58,169,fire,NA,97,66,85,105,66,65,gluttony,flash-fire,white-smoke,#F08030,NA,NA,ground,NA,631.png,5,NA,321,6,upright
632,durant,632,0.3,33,169,bug,steel,109,112,58,48,48,109,swarm,hustle,truant,#A8B820,#B8B8D0,#ABB84A,bug,NA,632.png,5,NA,322,14,armor
633,deino,633,0.8,17.3,60,dark,dragon,65,50,52,45,50,38,hustle,NA,NA,#705848,#7038F8,#705072,dragon,NA,633.png,5,NA,323,8,quadruped
634,zweilous,634,1.4,50,147,dark,dragon,85,70,72,65,70,58,hustle,NA,NA,#705848,#7038F8,#705072,dragon,NA,634.png,5,633,323,8,quadruped
635,hydreigon,635,1.8,160,270,dark,dragon,105,90,92,125,90,98,levitate,NA,NA,#705848,#7038F8,#705072,dragon,NA,635.png,5,634,323,6,upright
636,larvesta,636,1.1,28.8,72,bug,fire,85,55,55,50,55,60,flame-body,NA,swarm,#A8B820,#F08030,#B9AA23,bug,NA,636.png,5,NA,324,14,armor
637,volcarona,637,1.6,46,248,bug,fire,60,65,85,135,105,100,flame-body,NA,swarm,#A8B820,#F08030,#B9AA23,bug,NA,637.png,5,636,324,13,bug-wings
638,cobalion,638,2.1,250,261,steel,fighting,90,129,91,90,72,108,justified,NA,NA,#B8B8D0,#C03028,#B997A7,no-eggs,NA,638.png,5,NA,325,8,quadruped
639,terrakion,639,1.9,260,261,rock,fighting,129,90,91,72,90,108,justified,NA,NA,#B8A038,#C03028,#B98434,no-eggs,NA,639.png,5,NA,326,8,quadruped
640,virizion,640,2,200,261,grass,fighting,90,72,91,90,129,108,justified,NA,NA,#78C850,#C03028,#89A346,no-eggs,NA,640.png,5,NA,327,8,quadruped
641,tornadus-incarnate,641,1.5,63,261,flying,NA,115,70,79,125,80,111,prankster,NA,defiant,#A890F0,NA,NA,no-eggs,NA,641.png,5,NA,328,4,arms
642,thundurus-incarnate,642,1.5,61,261,electric,flying,115,70,79,125,80,111,prankster,NA,defiant,#F8D030,#A890F0,#E4C05E,no-eggs,NA,642.png,5,NA,329,4,arms
643,reshiram,643,3.2,330,306,dragon,fire,120,100,100,150,120,90,turboblaze,NA,NA,#7038F8,#F08030,#8F49C7,no-eggs,NA,643.png,5,NA,330,9,wings
644,zekrom,644,2.9,345,306,dragon,electric,150,120,100,120,100,90,teravolt,NA,NA,#7038F8,#F8D030,#905CC7,no-eggs,NA,644.png,5,NA,331,6,upright
645,landorus-incarnate,645,1.5,68,270,ground,flying,125,90,89,115,80,101,sand-force,NA,sheer-force,#E0C068,#A890F0,#D2B488,no-eggs,NA,645.png,5,NA,332,4,arms
646,kyurem,646,3,325,297,dragon,ice,130,90,125,130,90,95,pressure,NA,NA,#7038F8,#98D8D8,#795EF0,no-eggs,NA,646.png,5,NA,333,6,upright
647,keldeo-ordinary,647,1.4,48.5,261,water,fighting,72,90,91,129,90,108,justified,NA,NA,#6890F0,#C03028,#7D78BF,no-eggs,NA,647.png,5,NA,334,8,quadruped
648,meloetta-aria,648,0.6,6.5,270,normal,psychic,77,77,100,128,128,90,serene-grace,NA,NA,#A8A878,#F85888,#BB947B,no-eggs,NA,648.png,5,NA,335,12,humanoid
649,genesect,649,1.5,82.5,270,bug,steel,120,95,71,120,95,99,download,NA,NA,#A8B820,#B8B8D0,#ABB84A,no-eggs,NA,649.png,5,NA,336,12,humanoid
650,chespin,650,0.4,9,63,grass,NA,61,65,56,48,45,38,overgrow,NA,bulletproof,#78C850,NA,NA,ground,NA,650.png,6,NA,337,6,upright
651,quilladin,651,0.7,29,142,grass,NA,78,95,61,56,58,57,overgrow,NA,bulletproof,#78C850,NA,NA,ground,NA,651.png,6,650,337,6,upright
652,chesnaught,652,1.6,90,239,grass,fighting,107,122,88,74,75,64,overgrow,NA,bulletproof,#78C850,#C03028,#89A346,ground,NA,652.png,6,651,337,6,upright
653,fennekin,653,0.4,9.4,61,fire,NA,45,40,40,62,60,60,blaze,NA,magician,#F08030,NA,NA,ground,NA,653.png,6,NA,338,8,quadruped
654,braixen,654,1,14.5,143,fire,NA,59,58,59,90,70,73,blaze,NA,magician,#F08030,NA,NA,ground,NA,654.png,6,653,338,6,upright
655,delphox,655,1.5,39,240,fire,psychic,69,72,75,114,100,104,blaze,NA,magician,#F08030,#F85888,#F17645,ground,NA,655.png,6,654,338,6,upright
656,froakie,656,0.3,7,63,water,NA,56,40,41,62,44,71,torrent,NA,protean,#6890F0,NA,NA,water1,NA,656.png,6,NA,339,8,quadruped
657,frogadier,657,0.6,10.9,142,water,NA,63,52,54,83,56,97,torrent,NA,protean,#6890F0,NA,NA,water1,NA,657.png,6,656,339,12,humanoid
658,greninja,658,1.5,40,239,water,dark,95,67,72,103,71,122,torrent,NA,protean,#6890F0,#705848,#6982C7,water1,NA,658.png,6,657,339,12,humanoid
659,bunnelby,659,0.4,5,47,normal,NA,36,38,38,32,36,57,pickup,cheek-pouch,huge-power,#A8A878,NA,NA,ground,NA,659.png,6,NA,340,6,upright
660,diggersby,660,1,42.4,148,normal,ground,56,77,85,50,77,78,pickup,cheek-pouch,huge-power,#A8A878,#E0C068,#B5AD74,ground,NA,660.png,6,659,340,6,upright
661,fletchling,661,0.3,1.7,56,normal,flying,50,43,45,40,38,62,big-pecks,NA,gale-wings,#A8A878,#A890F0,#A8A295,flying,NA,661.png,6,NA,341,9,wings
662,fletchinder,662,0.7,16,134,fire,flying,73,55,62,56,52,84,flame-body,NA,gale-wings,#F08030,#A890F0,#DE835E,flying,NA,662.png,6,661,341,9,wings
663,talonflame,663,1.2,24.5,175,fire,flying,81,71,78,74,69,126,flame-body,NA,gale-wings,#F08030,#A890F0,#DE835E,flying,NA,663.png,6,662,341,9,wings
664,scatterbug,664,0.3,2.5,40,bug,NA,35,40,38,27,25,35,shield-dust,compound-eyes,friend-guard,#A8B820,NA,NA,bug,NA,664.png,6,NA,342,14,armor
665,spewpa,665,0.3,8.4,75,bug,NA,22,60,45,27,30,29,shed-skin,NA,friend-guard,#A8B820,NA,NA,bug,NA,665.png,6,664,342,5,blob
666,vivillon,666,1.2,17,185,bug,flying,52,50,80,90,50,89,shield-dust,compound-eyes,friend-guard,#A8B820,#A890F0,#A8AE52,bug,NA,666.png,6,665,342,13,bug-wings
667,litleo,667,0.6,13.5,74,fire,normal,50,58,62,73,54,72,rivalry,unnerve,moxie,#F08030,#A8A878,#DE8941,ground,NA,667.png,6,NA,343,8,quadruped
668,pyroar,668,1.5,81.5,177,fire,normal,68,72,86,109,66,106,rivalry,unnerve,moxie,#F08030,#A8A878,#DE8941,ground,NA,668.png,6,667,343,8,quadruped
669,flabebe,669,0.1,0.1,61,fairy,NA,38,39,44,61,79,42,flower-veil,NA,symbiosis,#EE99AC,NA,NA,fairy,NA,669.png,6,NA,344,4,arms
670,floette,670,0.2,0.9,130,fairy,NA,45,47,54,75,98,52,flower-veil,NA,symbiosis,#EE99AC,NA,NA,fairy,NA,670.png,6,669,344,4,arms
671,florges,671,1.1,10,248,fairy,NA,65,68,78,112,154,75,flower-veil,NA,symbiosis,#EE99AC,NA,NA,fairy,NA,671.png,6,670,344,4,arms
672,skiddo,672,0.9,31,70,grass,NA,65,48,66,62,57,52,sap-sipper,NA,grass-pelt,#78C850,NA,NA,ground,NA,672.png,6,NA,345,8,quadruped
673,gogoat,673,1.7,91,186,grass,NA,100,62,123,97,81,68,sap-sipper,NA,grass-pelt,#78C850,NA,NA,ground,NA,673.png,6,672,345,8,quadruped
674,pancham,674,0.6,8,70,fighting,NA,82,62,67,46,48,43,iron-fist,mold-breaker,scrappy,#C03028,NA,NA,ground,humanshape,674.png,6,NA,346,6,upright
675,pangoro,675,2.1,136,173,fighting,dark,124,78,95,69,71,58,iron-fist,mold-breaker,scrappy,#C03028,#705848,#AC392F,ground,humanshape,675.png,6,674,346,12,humanoid
676,furfrou,676,1.2,28,165,normal,NA,80,60,75,65,90,102,fur-coat,NA,NA,#A8A878,NA,NA,ground,NA,676.png,6,NA,347,8,quadruped
677,espurr,677,0.3,3.5,71,psychic,NA,48,54,62,63,60,68,keen-eye,infiltrator,own-tempo,#F85888,NA,NA,ground,NA,677.png,6,NA,348,6,upright
678,meowstic-male,678,0.6,8.5,163,psychic,NA,48,76,74,83,81,104,keen-eye,infiltrator,prankster,#F85888,NA,NA,ground,NA,678.png,6,677,348,6,upright
679,honedge,679,0.8,2,65,steel,ghost,80,100,45,35,37,28,no-guard,NA,NA,#B8B8D0,#705898,#A6A0C2,mineral,NA,679.png,6,NA,349,5,blob
680,doublade,680,0.8,4.5,157,steel,ghost,110,150,59,45,49,35,no-guard,NA,NA,#B8B8D0,#705898,#A6A0C2,mineral,NA,680.png,6,679,349,11,heads
681,aegislash-shield,681,1.7,53,234,steel,ghost,50,150,60,50,150,60,stance-change,NA,NA,#B8B8D0,#705898,#A6A0C2,mineral,NA,681.png,6,680,349,5,blob
682,spritzee,682,0.2,0.5,68,fairy,NA,52,60,78,63,65,23,healer,NA,aroma-veil,#EE99AC,NA,NA,fairy,NA,682.png,6,NA,350,4,arms
683,aromatisse,683,0.8,15.5,162,fairy,NA,72,72,101,99,89,29,healer,NA,aroma-veil,#EE99AC,NA,NA,fairy,NA,683.png,6,682,350,12,humanoid
684,swirlix,684,0.4,3.5,68,fairy,NA,48,66,62,59,57,49,sweet-veil,NA,unburden,#EE99AC,NA,NA,fairy,NA,684.png,6,NA,351,7,legs
685,slurpuff,685,0.8,5,168,fairy,NA,80,86,82,85,75,72,sweet-veil,NA,unburden,#EE99AC,NA,NA,fairy,NA,685.png,6,684,351,12,humanoid
686,inkay,686,0.4,3.5,58,dark,psychic,54,53,53,37,46,45,contrary,suction-cups,infiltrator,#705848,#F85888,#905857,water1,water2,686.png,6,NA,352,10,tentacles
687,malamar,687,1.5,47,169,dark,psychic,92,88,86,68,75,73,contrary,suction-cups,infiltrator,#705848,#F85888,#905857,water1,water2,687.png,6,686,352,5,blob
688,binacle,688,0.5,31,61,rock,water,52,67,42,39,56,50,tough-claws,sniper,pickpocket,#B8A038,#6890F0,#A49C64,water3,NA,688.png,6,NA,353,11,heads
689,barbaracle,689,1.3,96,175,rock,water,105,115,72,54,86,68,tough-claws,sniper,pickpocket,#B8A038,#6890F0,#A49C64,water3,NA,689.png,6,688,353,11,heads
690,skrelp,690,0.5,7.3,64,poison,water,60,60,50,60,60,30,poison-point,poison-touch,adaptability,#A040A0,#6890F0,#9253B3,water1,dragon,690.png,6,NA,354,5,blob
691,dragalge,691,1.8,81.5,173,poison,dragon,75,90,65,97,123,44,poison-point,poison-touch,adaptability,#A040A0,#7038F8,#943EB5,water1,dragon,691.png,6,690,354,5,blob
692,clauncher,692,0.5,8.3,66,water,NA,53,62,50,58,63,44,mega-launcher,NA,NA,#6890F0,NA,NA,water1,water3,692.png,6,NA,355,14,armor
693,clawitzer,693,1.3,35.3,100,water,NA,73,88,71,120,89,59,mega-launcher,NA,NA,#6890F0,NA,NA,water1,water3,693.png,6,692,355,2,squiggle
694,helioptile,694,0.5,6,58,electric,normal,38,33,44,61,43,70,dry-skin,sand-veil,solar-power,#F8D030,#A8A878,#E4C641,monster,dragon,694.png,6,NA,356,6,upright
695,heliolisk,695,1,21,168,electric,normal,55,52,62,109,94,109,dry-skin,sand-veil,solar-power,#F8D030,#A8A878,#E4C641,monster,dragon,695.png,6,694,356,6,upright
696,tyrunt,696,0.8,26,72,rock,dragon,89,77,58,45,45,48,strong-jaw,NA,sturdy,#B8A038,#7038F8,#A68666,monster,dragon,696.png,6,NA,357,6,upright
697,tyrantrum,697,2.5,270,182,rock,dragon,121,119,82,69,59,71,strong-jaw,NA,rock-head,#B8A038,#7038F8,#A68666,monster,dragon,697.png,6,696,357,6,upright
698,amaura,698,1.3,25.2,72,rock,ice,59,50,77,67,63,46,refrigerate,NA,snow-warning,#B8A038,#98D8D8,#B0AD5E,monster,NA,698.png,6,NA,358,8,quadruped
699,aurorus,699,2.7,225,104,rock,ice,77,72,123,99,92,58,refrigerate,NA,snow-warning,#B8A038,#98D8D8,#B0AD5E,monster,NA,699.png,6,698,358,8,quadruped
700,sylveon,700,1,23.5,184,fairy,NA,65,65,95,110,130,60,cute-charm,NA,pixilate,#EE99AC,NA,NA,ground,NA,700.png,6,133,67,8,quadruped
701,hawlucha,701,0.8,21.5,175,fighting,flying,92,75,78,74,63,118,limber,unburden,mold-breaker,#C03028,#A890F0,#BA4758,humanshape,NA,701.png,6,NA,359,12,humanoid
702,dedenne,702,0.2,2.2,151,electric,fairy,58,57,67,81,67,101,cheek-pouch,pickup,plus,#F8D030,#EE99AC,#F5C24E,ground,fairy,702.png,6,NA,360,6,upright
703,carbink,703,0.3,5.7,100,rock,fairy,50,150,50,50,150,50,clear-body,NA,sturdy,#B8A038,#EE99AC,#C59E54,fairy,mineral,703.png,6,NA,361,1,ball
704,goomy,704,0.3,2.8,60,dragon,NA,50,35,45,55,75,40,sap-sipper,hydration,gooey,#7038F8,NA,NA,dragon,NA,704.png,6,NA,362,2,squiggle
705,sliggoo,705,0.8,17.5,158,dragon,NA,75,53,68,83,113,60,sap-sipper,hydration,gooey,#7038F8,NA,NA,dragon,NA,705.png,6,704,362,2,squiggle
706,goodra,706,2,150.5,270,dragon,NA,100,70,90,110,150,80,sap-sipper,hydration,gooey,#7038F8,NA,NA,dragon,NA,706.png,6,705,362,6,upright
707,klefki,707,0.2,3,165,steel,fairy,80,91,57,80,87,75,prankster,NA,magician,#B8B8D0,#EE99AC,#C5B0C7,mineral,NA,707.png,6,NA,363,1,ball
708,phantump,708,0.4,7,62,ghost,grass,70,48,43,50,60,38,natural-cure,frisk,harvest,#705898,#78C850,#717386,plant,indeterminate,708.png,6,NA,364,4,arms
709,trevenant,709,1.5,71,166,ghost,grass,110,76,85,65,82,56,natural-cure,frisk,harvest,#705898,#78C850,#717386,plant,indeterminate,709.png,6,708,364,10,tentacles
710,pumpkaboo-average,710,0.4,5,67,ghost,grass,66,70,49,44,55,51,pickup,frisk,insomnia,#705898,#78C850,#717386,indeterminate,NA,710.png,6,NA,365,1,ball
711,gourgeist-average,711,0.9,12.5,173,ghost,grass,90,122,65,58,75,84,pickup,frisk,insomnia,#705898,#78C850,#717386,indeterminate,NA,711.png,6,710,365,5,blob
712,bergmite,712,1,99.5,61,ice,NA,69,85,55,32,35,28,own-tempo,ice-body,sturdy,#98D8D8,NA,NA,monster,NA,712.png,6,NA,366,8,quadruped
713,avalugg,713,2,505,180,ice,NA,117,184,95,44,46,28,own-tempo,ice-body,sturdy,#98D8D8,NA,NA,monster,NA,713.png,6,712,366,8,quadruped
714,noibat,714,0.5,8,49,flying,dragon,30,35,40,45,40,55,frisk,infiltrator,telepathy,#A890F0,#7038F8,#9A7AF1,flying,NA,714.png,6,NA,367,9,wings
715,noivern,715,1.5,85,187,flying,dragon,70,80,85,97,80,123,frisk,infiltrator,telepathy,#A890F0,#7038F8,#9A7AF1,flying,NA,715.png,6,714,367,9,wings
716,xerneas,716,3,215,306,fairy,NA,131,95,126,131,98,99,fairy-aura,NA,NA,#EE99AC,NA,NA,no-eggs,NA,716.png,6,NA,368,8,quadruped
717,yveltal,717,5.8,203,306,dark,flying,131,95,126,131,98,99,dark-aura,NA,NA,#705848,#A890F0,#7D6570,no-eggs,NA,717.png,6,NA,369,9,wings
718,zygarde,718,5,305,270,dragon,ground,100,121,108,81,95,95,aura-break,NA,NA,#7038F8,#E0C068,#8B58D5,no-eggs,NA,718.png,6,NA,370,2,squiggle
719,diancie,719,0.7,8.8,270,rock,fairy,100,150,50,100,150,50,clear-body,NA,NA,#B8A038,#EE99AC,#C59E54,no-eggs,NA,719.png,6,NA,371,4,arms
720,hoopa,720,0.5,9,270,psychic,ghost,110,60,80,150,130,70,magician,NA,NA,#F85888,#705898,#D7588B,no-eggs,NA,720.png,6,NA,372,1,ball
721,volcanion,721,1.7,195,270,fire,water,110,120,80,130,90,70,water-absorb,NA,NA,#F08030,#6890F0,#CF835E,no-eggs,NA,721.png,6,NA,373,1,ball
